age,annual_income,monthly_visits,device,region,customer_segment
53.0,49747.59,4.0,mobile,North,Regular
38.0,72034.39,6.0,mobile,North,Regular
45.0,59902.93,5.0,mobile,North,Regular
61.0,53606.75,0.0,tablet,North,Budget
32.0,43867.45,6.0,mobile,West,Regular
66.0,,8.0,tablet,North,Premium
23.0,43043.21,7.0,tablet,East,Regular
48.0,57726.36,7.0,mobile,South,Regular
55.0,34673.92,5.0,desktop,North,Regular
23.0,43426.65,7.0,desktop,South,Regular
32.0,57190.36,10.0,tablet,South,Regular
57.0,47418.83,5.0,mobile,West,Regular
49.0,65959.31,8.0,desktop,North,Premium
52.0,56661.0,9.0,mobile,North,Regular
52.0,27675.57,4.0,desktop,West,Budget
33.0,12000.0,5.0,mobile,West,Budget
19.0,75182.74,8.0,mobile,North,Premium
62.0,43638.12,8.0,mobile,East,Regular
24.0,84851.94,8.0,mobile,South,Premium
43.0,55579.37,4.0,mobile,North,Regular
63.0,40026.89,6.0,mobile,West,Premium
20.0,66438.23,2.0,tablet,West,Regular
55.0,49874.14,2.0,mobile,East,Budget
21.0,55539.21,7.0,desktop,East,Premium
24.0,36725.84,7.0,desktop,West,Regular
29.0,68034.07,4.0,desktop,North,Regular
36.0,77163.32,8.0,desktop,South,Premium
49.0,44789.82,8.0,mobile,East,Regular
36.0,90909.76,8.0,desktop,South,Premium
60.0,43917.14,9.0,mobile,North,Regular
22.0,60259.37,7.0,tablet,East,Regular
23.0,22605.66,6.0,desktop,West,Regular
30.0,16860.68,9.0,desktop,South,Regular
19.0,97257.98,4.0,desktop,West,Premium
31.0,83728.1,7.0,desktop,East,Premium
50.0,78205.4,3.0,mobile,West,Regular
53.0,21362.94,7.0,desktop,North,Regular
39.0,59788.29,5.0,mobile,West,Regular
34.0,63654.86,7.0,desktop,South,Premium
40.0,56855.97,10.0,desktop,North,Premium
47.0,61211.38,3.0,mobile,North,Regular
60.0,36915.05,4.0,mobile,West,Budget
25.0,52064.32,3.0,desktop,East,Regular
65.0,32497.28,6.0,tablet,South,Budget
38.0,48282.4,5.0,mobile,South,Regular
68.0,62680.9,8.0,mobile,West,Regular
34.0,39631.44,4.0,mobile,North,Budget
58.0,49719.71,4.0,mobile,South,Regular
42.0,46641.63,3.0,mobile,North,Budget
18.0,55546.29,12.0,desktop,West,Premium
19.0,73630.13,1.0,desktop,West,Regular
25.0,59962.06,5.0,tablet,North,Regular
48.0,63130.9,5.0,desktop,South,Regular
48.0,,5.0,desktop,East,Regular
26.0,47987.92,9.0,mobile,South,Regular
67.0,71569.32,3.0,desktop,East,Regular
35.0,38033.3,4.0,mobile,North,Budget
22.0,46569.81,5.0,tablet,West,Regular
47.0,35865.6,8.0,tablet,South,Regular
44.0,81866.7,5.0,mobile,East,Regular
23.0,46183.04,7.0,desktop,North,Regular
38.0,40648.24,7.0,desktop,South,Regular
51.0,67545.83,6.0,desktop,South,Regular
39.0,77169.23,7.0,mobile,West,Regular
36.0,65077.42,5.0,desktop,South,Regular
31.0,74812.26,5.0,tablet,South,Budget
38.0,59418.77,4.0,desktop,West,Regular
32.0,52622.27,6.0,mobile,East,Regular
27.0,46395.05,3.0,desktop,North,Regular
30.0,45037.49,6.0,desktop,South,Regular
24.0,43262.18,5.0,mobile,North,Regular
23.0,62529.31,6.0,tablet,West,Regular
32.0,52921.72,5.0,desktop,South,Regular
46.0,56917.04,4.0,mobile,South,Regular
22.0,67267.37,1.0,mobile,South,Regular
41.0,54087.42,2.0,mobile,East,Budget
52.0,27813.38,4.0,desktop,North,Budget
55.0,,4.0,tablet,South,Budget
42.0,32810.88,5.0,mobile,South,Budget
51.0,17075.29,7.0,mobile,West,Budget
47.0,57246.52,5.0,desktop,South,Regular
67.0,31209.13,4.0,tablet,South,Budget
62.0,29529.35,8.0,tablet,South,Budget
35.0,33634.68,9.0,desktop,North,Regular
20.0,72587.49,4.0,mobile,West,Regular
63.0,48933.91,4.0,desktop,North,Regular
18.0,75100.86,6.0,tablet,South,Regular
38.0,53343.12,6.0,mobile,East,Regular
30.0,46427.08,3.0,mobile,South,Regular
52.0,66422.32,5.0,tablet,East,Regular
19.0,67048.74,5.0,desktop,South,Premium
59.0,57424.91,4.0,mobile,West,Regular
50.0,34411.99,8.0,desktop,North,Regular
38.0,45990.85,4.0,tablet,North,Regular
18.0,31513.08,7.0,mobile,South,Regular
41.0,49958.4,8.0,mobile,West,Regular
46.0,56976.69,10.0,mobile,North,Regular
50.0,84734.53,10.0,mobile,North,Premium
37.0,83329.58,5.0,mobile,South,Regular
23.0,68627.31,2.0,desktop,North,Regular
27.0,74164.72,8.0,desktop,South,Premium
45.0,59693.35,3.0,desktop,East,Budget
30.0,110471.74,7.0,mobile,South,Premium
22.0,85608.6,8.0,desktop,West,Regular
37.0,107955.3,4.0,desktop,West,Premium
29.0,62701.36,5.0,tablet,North,Regular
38.0,63326.7,4.0,desktop,North,Regular
50.0,76105.35,6.0,desktop,East,Premium
26.0,58840.32,4.0,mobile,West,Regular
68.0,61278.17,5.0,desktop,East,Regular
24.0,35331.74,5.0,mobile,West,Regular
69.0,73846.99,2.0,mobile,South,Regular
36.0,57763.35,8.0,desktop,South,Premium
31.0,71228.91,5.0,mobile,North,Regular
54.0,50640.89,8.0,tablet,North,Regular
25.0,19545.82,7.0,mobile,South,Budget
50.0,65064.2,4.0,mobile,South,Regular
44.0,78329.68,4.0,desktop,East,Premium
61.0,29453.87,1.0,mobile,South,Budget
40.0,35631.2,2.0,mobile,East,Budget
30.0,49013.43,3.0,desktop,South,Regular
37.0,50089.42,4.0,mobile,East,Regular
24.0,21039.4,7.0,mobile,West,Budget
57.0,90132.04,5.0,tablet,North,Regular
25.0,75232.85,2.0,mobile,West,Regular
54.0,42699.31,6.0,desktop,South,Regular
37.0,18792.25,6.0,desktop,West,Regular
47.0,62262.44,7.0,desktop,East,Premium
39.0,94682.31,7.0,tablet,West,Premium
50.0,71573.83,6.0,mobile,West,Regular
57.0,78094.28,7.0,mobile,North,Regular
48.0,36184.59,6.0,mobile,West,Regular
45.0,59657.5,4.0,mobile,North,Regular
53.0,25012.44,4.0,desktop,West,Budget
41.0,94573.03,3.0,mobile,South,Regular
66.0,66393.32,6.0,mobile,East,Regular
23.0,12900.17,4.0,tablet,North,Budget
67.0,18047.02,5.0,desktop,West,Budget
30.0,64590.41,9.0,desktop,West,Premium
68.0,57752.45,9.0,desktop,North,Regular
49.0,48780.7,3.0,mobile,West,Budget
62.0,67308.62,7.0,mobile,West,Regular
19.0,95142.37,5.0,mobile,East,Premium
23.0,62312.91,3.0,desktop,South,Regular
24.0,18915.65,1.0,tablet,South,Budget
41.0,,6.0,mobile,South,Regular
19.0,28764.11,6.0,mobile,East,Regular
58.0,38898.32,6.0,desktop,West,Regular
64.0,61482.75,7.0,mobile,North,Regular
33.0,51555.13,5.0,desktop,East,Regular
32.0,33658.7,4.0,mobile,South,Budget
49.0,54399.32,5.0,desktop,South,Regular
63.0,38601.56,3.0,mobile,South,Budget
20.0,65501.33,6.0,mobile,North,Regular
44.0,50048.98,9.0,tablet,North,Regular
28.0,62704.03,5.0,tablet,West,Regular
43.0,49529.58,10.0,desktop,South,Premium
38.0,69835.28,2.0,desktop,East,Regular
38.0,52142.87,7.0,desktop,West,Regular
21.0,54602.07,6.0,mobile,West,Regular
64.0,43546.22,5.0,desktop,South,Regular
40.0,57682.05,8.0,desktop,West,Premium
64.0,19367.73,4.0,mobile,North,Budget
29.0,108157.83,7.0,desktop,East,Premium
61.0,41207.17,4.0,mobile,East,Budget
62.0,56790.82,4.0,mobile,North,Regular
58.0,45323.72,4.0,mobile,East,Budget
34.0,45042.2,6.0,mobile,North,Regular
52.0,62838.48,3.0,mobile,South,Regular
37.0,44572.21,7.0,mobile,North,Regular
68.0,46219.48,7.0,tablet,East,Regular
59.0,27214.58,2.0,mobile,East,Budget
39.0,36296.49,5.0,desktop,West,Regular
47.0,,4.0,tablet,South,Budget
65.0,90790.49,4.0,mobile,West,Regular
20.0,28072.49,4.0,desktop,North,Regular
28.0,33280.94,6.0,mobile,West,Regular
29.0,58598.45,7.0,mobile,North,Regular
19.0,83295.65,5.0,mobile,West,Premium
49.0,20861.27,9.0,tablet,East,Budget
53.0,23754.81,4.0,desktop,North,Budget
28.0,57218.53,3.0,mobile,East,Regular
56.0,61461.86,4.0,desktop,West,Regular
30.0,26401.99,6.0,desktop,East,Regular
63.0,18684.79,8.0,mobile,East,Budget
50.0,35476.02,4.0,mobile,East,Budget
42.0,69633.16,9.0,desktop,East,Premium
43.0,53818.94,5.0,desktop,West,Regular
27.0,,12.0,mobile,East,Premium
31.0,52529.93,10.0,tablet,West,Regular
35.0,54003.31,5.0,mobile,South,Regular
47.0,66933.73,10.0,desktop,South,Premium
42.0,52280.4,8.0,mobile,East,Regular
50.0,59362.99,4.0,mobile,East,Regular
59.0,36407.69,13.0,desktop,West,Regular
20.0,42635.2,8.0,mobile,North,Regular
61.0,64000.04,7.0,mobile,East,Regular
32.0,49826.89,4.0,desktop,South,Regular
23.0,39671.36,9.0,mobile,West,Regular
34.0,67767.23,9.0,mobile,North,Premium
57.0,65542.63,1.0,desktop,South,Regular
63.0,54464.7,7.0,mobile,South,Regular
57.0,39427.14,5.0,mobile,North,Budget
20.0,72537.35,6.0,mobile,West,Regular
23.0,104534.26,4.0,mobile,South,Premium
36.0,38154.46,4.0,tablet,East,Budget
18.0,23764.22,12.0,mobile,West,Regular
28.0,38992.32,5.0,mobile,East,Regular
31.0,35916.79,3.0,desktop,South,Regular
54.0,29288.8,4.0,desktop,East,Budget
49.0,,6.0,desktop,North,Regular
60.0,71517.82,3.0,desktop,North,Regular
19.0,71748.87,8.0,mobile,West,Premium
20.0,84162.49,5.0,mobile,West,Premium
55.0,69479.57,8.0,mobile,West,Regular
62.0,44996.38,6.0,desktop,North,Regular
51.0,76232.25,5.0,desktop,North,Premium
54.0,42306.74,7.0,desktop,West,Regular
68.0,47585.47,6.0,desktop,South,Regular
29.0,31069.04,5.0,mobile,West,Budget
56.0,79053.63,3.0,mobile,North,Regular
65.0,74724.43,9.0,desktop,East,Premium
65.0,45240.39,3.0,mobile,North,Budget
33.0,48295.0,6.0,mobile,South,Regular
19.0,55207.68,5.0,desktop,North,Regular
59.0,58514.32,6.0,desktop,North,Regular
24.0,71381.46,6.0,desktop,North,Premium
21.0,55812.55,7.0,desktop,North,Premium
48.0,62490.79,5.0,desktop,North,Regular
41.0,24477.86,6.0,mobile,West,Budget
55.0,48442.92,7.0,tablet,East,Regular
44.0,18610.87,7.0,mobile,East,Budget
27.0,90112.08,5.0,mobile,North,Premium
64.0,82354.75,1.0,mobile,West,Regular
40.0,68762.84,7.0,desktop,East,Premium
61.0,76664.66,8.0,desktop,South,Premium
51.0,94517.32,7.0,mobile,West,Premium
46.0,73222.14,6.0,mobile,South,Regular
32.0,22595.98,12.0,desktop,West,Regular
20.0,50299.96,7.0,mobile,North,Regular
21.0,12000.0,12.0,desktop,West,Regular
40.0,38131.2,5.0,mobile,South,Budget
42.0,29535.29,6.0,desktop,West,Regular
37.0,54233.49,6.0,tablet,East,Regular
62.0,62183.29,6.0,mobile,East,Regular
69.0,35830.53,4.0,mobile,South,Budget
22.0,48719.77,4.0,desktop,East,Regular
53.0,59959.77,6.0,desktop,West,Regular
56.0,51227.81,6.0,desktop,North,Regular
39.0,50786.66,6.0,desktop,West,Regular
38.0,12000.0,2.0,mobile,South,Premium
36.0,45524.35,4.0,desktop,West,Regular
39.0,70180.13,5.0,mobile,East,Regular
57.0,59492.97,5.0,mobile,West,Regular
64.0,24676.52,4.0,mobile,West,Budget
22.0,48867.23,7.0,desktop,West,Regular
25.0,59635.09,3.0,tablet,West,Regular
60.0,,12.0,desktop,North,Regular
24.0,67790.19,7.0,mobile,South,Regular
52.0,38273.84,2.0,mobile,West,Budget
21.0,47676.68,6.0,mobile,North,Regular
40.0,52111.46,4.0,desktop,South,Regular
19.0,98813.06,3.0,desktop,South,Premium
54.0,47870.36,4.0,tablet,South,Budget
47.0,42860.23,6.0,mobile,East,Regular
38.0,68593.7,8.0,mobile,North,Regular
54.0,44854.85,8.0,desktop,North,Regular
25.0,58139.56,6.0,mobile,North,Regular
51.0,12000.0,5.0,mobile,West,Budget
39.0,60230.06,5.0,desktop,West,Regular
39.0,53880.74,12.0,tablet,South,Premium
20.0,28464.43,8.0,mobile,West,Regular
61.0,81399.56,8.0,mobile,South,Premium
22.0,49494.64,4.0,desktop,East,Regular
34.0,50345.17,6.0,tablet,South,Regular
40.0,27984.14,6.0,mobile,South,Budget
55.0,21753.59,3.0,tablet,West,Budget
60.0,42893.09,4.0,tablet,West,Budget
23.0,23802.56,6.0,mobile,West,Budget
28.0,64060.02,7.0,mobile,West,Regular
37.0,71630.37,6.0,tablet,North,Regular
44.0,41553.18,4.0,tablet,North,Budget
24.0,22066.06,4.0,tablet,East,Budget
68.0,46362.67,5.0,desktop,East,Premium
32.0,33033.08,3.0,mobile,West,Budget
61.0,57571.16,9.0,mobile,North,Regular
58.0,57827.62,11.0,mobile,West,Regular
64.0,45703.99,5.0,mobile,West,Budget
64.0,55691.01,10.0,desktop,West,Premium
53.0,75032.63,8.0,desktop,North,Premium
34.0,88288.92,5.0,desktop,East,Premium
48.0,43778.19,10.0,desktop,South,Regular
27.0,68654.97,5.0,mobile,North,Regular
48.0,49453.48,8.0,mobile,South,Regular
28.0,33058.49,2.0,desktop,South,Regular
49.0,79834.59,7.0,mobile,South,Regular
56.0,62048.85,7.0,mobile,West,Regular
42.0,57005.31,5.0,desktop,North,Regular
58.0,61282.64,4.0,desktop,East,Regular
36.0,50937.54,5.0,mobile,East,Regular
45.0,33129.82,4.0,mobile,South,Budget
30.0,89691.86,6.0,desktop,North,Premium
36.0,72172.36,5.0,desktop,East,Premium
21.0,59445.01,3.0,mobile,East,Regular
66.0,73485.75,5.0,mobile,West,Regular
37.0,79888.99,7.0,desktop,North,Premium
53.0,50181.85,6.0,tablet,West,Regular
58.0,65916.54,3.0,mobile,South,Regular
48.0,47688.74,3.0,mobile,South,Budget
46.0,67063.6,5.0,mobile,East,Regular
59.0,49088.36,1.0,mobile,South,Budget
26.0,102852.65,3.0,desktop,East,Premium
22.0,47029.75,2.0,mobile,North,Budget
60.0,64486.16,9.0,tablet,East,Premium
63.0,63433.72,8.0,tablet,North,Regular
20.0,47475.79,8.0,desktop,East,Regular
45.0,72894.83,11.0,mobile,West,Premium
66.0,52499.69,8.0,mobile,East,Regular
41.0,45931.66,4.0,mobile,East,Regular
51.0,54199.05,7.0,desktop,North,Budget
37.0,39153.44,10.0,desktop,North,Regular
46.0,78099.01,6.0,mobile,West,Regular
35.0,66670.33,6.0,desktop,East,Premium
39.0,73807.66,10.0,desktop,West,Premium
59.0,27151.27,9.0,mobile,West,Regular
60.0,59583.32,6.0,mobile,West,Regular
29.0,38792.28,8.0,mobile,South,Regular
18.0,55895.11,7.0,desktop,North,Premium
67.0,79646.18,9.0,mobile,South,Premium
18.0,59306.26,7.0,mobile,East,Regular
45.0,50656.1,3.0,mobile,South,Regular
45.0,76567.73,4.0,desktop,South,Regular
50.0,74383.86,7.0,mobile,West,Regular
33.0,91133.51,5.0,mobile,North,Premium
24.0,16957.36,8.0,mobile,South,Budget
38.0,60716.59,8.0,desktop,West,Premium
68.0,45841.17,8.0,mobile,East,Regular
45.0,36681.63,7.0,tablet,North,Regular
41.0,56474.3,5.0,mobile,East,Regular
20.0,,8.0,mobile,East,Premium
66.0,12000.0,4.0,mobile,South,Budget
69.0,36122.81,6.0,mobile,West,Budget
20.0,48947.06,3.0,mobile,West,Regular
53.0,91500.17,7.0,mobile,South,Premium
58.0,39744.33,10.0,desktop,East,Budget
23.0,30800.14,6.0,tablet,East,Regular
36.0,14623.82,6.0,mobile,West,Budget
56.0,47140.51,11.0,mobile,West,Regular
63.0,49371.12,9.0,mobile,West,Regular
45.0,57137.78,8.0,desktop,West,Regular
33.0,25253.31,5.0,mobile,South,Budget
53.0,38930.71,4.0,mobile,South,Budget
35.0,12000.0,2.0,mobile,West,Budget
56.0,57535.29,10.0,mobile,South,Regular
18.0,22788.32,2.0,desktop,East,Budget
69.0,12000.0,8.0,desktop,South,Budget
31.0,77379.21,8.0,mobile,North,Premium
24.0,64278.49,6.0,desktop,North,Premium
24.0,61201.3,5.0,desktop,West,Regular
69.0,,1.0,mobile,West,Budget
66.0,33470.09,9.0,mobile,West,Regular
42.0,75649.21,9.0,desktop,North,Premium
57.0,33214.92,11.0,desktop,East,Regular
28.0,92409.9,6.0,mobile,South,Premium
66.0,58698.0,6.0,mobile,East,Regular
37.0,17293.69,4.0,desktop,East,Budget
48.0,71559.96,3.0,mobile,East,Regular
36.0,93646.36,3.0,mobile,South,Regular
23.0,49094.24,5.0,mobile,South,Regular
64.0,75514.3,3.0,mobile,West,Regular
58.0,49948.92,9.0,desktop,East,Regular
45.0,41634.61,5.0,desktop,South,Regular
69.0,12000.0,1.0,mobile,West,Budget
21.0,78921.83,4.0,desktop,South,Premium
40.0,45293.24,5.0,mobile,East,Regular
55.0,61799.72,3.0,desktop,North,Premium
35.0,31525.57,9.0,mobile,West,Regular
43.0,36027.75,3.0,desktop,North,Regular
27.0,76556.59,8.0,tablet,West,Premium
60.0,46480.1,5.0,desktop,East,Regular
31.0,46186.02,2.0,mobile,West,Budget
20.0,28998.21,10.0,mobile,South,Regular
26.0,58416.51,6.0,mobile,East,Regular
62.0,69800.3,9.0,mobile,South,Regular
44.0,45008.57,7.0,mobile,West,Regular
64.0,50474.03,5.0,mobile,South,Regular
45.0,29802.59,6.0,desktop,North,Regular
18.0,82302.19,3.0,tablet,East,Regular
59.0,41857.67,2.0,desktop,East,Budget
42.0,,5.0,mobile,North,Regular
23.0,87965.03,3.0,mobile,East,Regular
24.0,49713.2,8.0,mobile,East,Regular
21.0,23170.77,2.0,mobile,North,Budget
45.0,35705.78,8.0,mobile,East,Regular
53.0,47076.81,12.0,mobile,South,Regular
22.0,89993.6,4.0,mobile,East,Premium
47.0,58763.47,7.0,desktop,North,Regular
64.0,49778.8,6.0,desktop,North,Regular
65.0,70917.68,6.0,mobile,South,Regular
27.0,80460.78,9.0,desktop,West,Premium
31.0,39095.35,4.0,mobile,East,Budget
52.0,83087.19,8.0,mobile,West,Premium
57.0,71561.34,7.0,desktop,East,Premium
51.0,63349.88,6.0,mobile,West,Regular
48.0,12000.0,1.0,mobile,South,Budget
34.0,58290.96,4.0,desktop,West,Regular
66.0,82359.33,9.0,desktop,West,Premium
29.0,48866.38,5.0,desktop,West,Regular
51.0,100786.94,4.0,mobile,North,Premium
65.0,55862.8,6.0,mobile,West,Regular
51.0,33954.62,6.0,mobile,West,Budget
20.0,66324.45,4.0,desktop,North,Regular
28.0,60319.49,7.0,mobile,East,Regular
31.0,71167.26,11.0,desktop,South,Premium
66.0,49948.8,5.0,desktop,North,Budget
34.0,80635.85,8.0,desktop,West,Premium
30.0,43250.66,7.0,desktop,West,Regular
48.0,57092.41,8.0,mobile,East,Regular
41.0,29345.75,4.0,mobile,North,Budget
37.0,38352.39,6.0,desktop,South,Regular
25.0,58552.9,7.0,mobile,South,Regular
23.0,41238.34,4.0,mobile,South,Regular
33.0,45409.35,8.0,desktop,West,Regular
47.0,50311.91,5.0,desktop,South,Regular
19.0,59580.41,7.0,mobile,North,Regular
55.0,69931.56,7.0,desktop,East,Premium
31.0,69974.22,10.0,mobile,West,Regular
54.0,75137.41,7.0,mobile,East,Regular
52.0,58635.75,5.0,desktop,East,Regular
43.0,43513.02,7.0,desktop,East,Budget
51.0,22515.91,7.0,tablet,East,Budget
33.0,47500.2,6.0,desktop,South,Regular
28.0,38453.05,2.0,tablet,South,Budget
18.0,17869.2,9.0,desktop,West,Regular
46.0,87796.13,10.0,desktop,South,Premium
45.0,17387.89,5.0,tablet,South,Budget
24.0,61719.63,4.0,mobile,East,Premium
50.0,65757.42,3.0,desktop,South,Regular
30.0,49804.02,6.0,mobile,South,Regular
40.0,106814.63,7.0,mobile,East,Premium
42.0,54963.09,10.0,desktop,North,Premium
67.0,39055.76,8.0,mobile,South,Regular
50.0,90149.11,4.0,mobile,North,Regular
28.0,38368.78,8.0,mobile,East,Regular
34.0,25516.31,3.0,mobile,West,Budget
60.0,34210.87,6.0,mobile,East,Budget
24.0,41559.59,7.0,mobile,West,Premium
55.0,55473.43,2.0,desktop,North,Regular
39.0,61380.91,8.0,desktop,West,Premium
64.0,23755.55,6.0,desktop,South,Budget
39.0,61636.54,10.0,mobile,South,Regular
66.0,99769.01,5.0,mobile,East,Premium
26.0,40084.69,5.0,mobile,East,Regular
30.0,51882.23,2.0,tablet,West,Regular
40.0,68644.43,10.0,mobile,West,Premium
65.0,78967.26,2.0,desktop,South,Regular
64.0,41017.75,7.0,mobile,West,Regular
38.0,35048.33,5.0,desktop,North,Regular
62.0,34103.45,4.0,tablet,West,Budget
53.0,76780.74,11.0,desktop,West,Premium
69.0,72804.97,7.0,desktop,South,Premium
67.0,12000.0,4.0,desktop,South,Budget
60.0,12000.0,5.0,tablet,North,Budget
48.0,29457.33,2.0,mobile,East,Budget
37.0,24123.92,6.0,mobile,East,Budget
48.0,62855.85,2.0,desktop,South,Regular
60.0,59010.08,6.0,mobile,East,Regular
21.0,94305.31,8.0,mobile,West,Premium
37.0,70669.18,2.0,tablet,South,Regular
49.0,57031.28,4.0,mobile,North,Budget
57.0,78506.18,3.0,mobile,East,Regular
30.0,36450.25,5.0,mobile,West,Regular
32.0,26191.69,7.0,tablet,North,Regular
38.0,55225.16,10.0,mobile,West,Regular
57.0,73616.44,9.0,mobile,West,Regular
37.0,21687.68,2.0,mobile,North,Regular
22.0,72721.32,5.0,desktop,South,Premium
68.0,72004.06,8.0,mobile,East,Regular
37.0,,10.0,mobile,West,Regular
51.0,57995.14,3.0,mobile,South,Regular
38.0,48999.07,2.0,desktop,South,Regular
55.0,56208.19,7.0,mobile,North,Regular
57.0,70955.87,7.0,mobile,East,Regular
26.0,38246.01,4.0,mobile,East,Budget
24.0,75678.68,4.0,desktop,West,Premium
33.0,72235.42,7.0,desktop,East,Premium
22.0,72987.72,3.0,desktop,East,Regular
63.0,14550.64,7.0,mobile,East,Budget
67.0,16741.06,6.0,mobile,East,Budget
24.0,68616.78,4.0,mobile,East,Regular
33.0,42649.11,8.0,desktop,South,Regular
67.0,40528.02,9.0,mobile,East,Budget
49.0,39027.31,2.0,desktop,North,Budget
40.0,27291.05,8.0,mobile,West,Regular
26.0,48729.49,10.0,desktop,East,Premium
38.0,39875.78,11.0,mobile,South,Regular
35.0,41232.8,6.0,desktop,East,Regular
44.0,64279.34,7.0,desktop,South,Premium
51.0,30531.16,6.0,desktop,North,Regular
41.0,77401.59,5.0,desktop,North,Premium
29.0,12000.0,5.0,mobile,East,Budget
42.0,105505.44,6.0,mobile,South,Premium
49.0,26904.94,7.0,mobile,West,Budget
40.0,66398.9,6.0,mobile,North,Regular
62.0,73102.78,2.0,mobile,South,Regular
54.0,54466.61,3.0,mobile,West,Regular
64.0,69679.52,5.0,mobile,South,Regular
32.0,52344.91,7.0,mobile,West,Regular
42.0,18716.41,10.0,mobile,West,Regular
26.0,61556.64,8.0,desktop,East,Premium
66.0,77818.65,9.0,mobile,South,Premium
40.0,,4.0,tablet,West,Regular
60.0,20008.42,10.0,mobile,South,Regular
22.0,42287.02,3.0,mobile,West,Budget
55.0,61157.63,3.0,desktop,South,Regular
41.0,60686.82,10.0,desktop,South,Premium
64.0,77033.67,2.0,tablet,East,Regular
43.0,65895.15,11.0,desktop,South,Premium
24.0,64863.93,3.0,tablet,South,Regular
58.0,13790.23,12.0,desktop,East,Regular
54.0,99905.98,9.0,mobile,North,Premium
23.0,55546.25,2.0,mobile,West,Regular
25.0,72114.27,1.0,mobile,South,Regular
38.0,47495.28,2.0,mobile,North,Budget
54.0,51459.04,8.0,mobile,North,Regular
58.0,55767.84,4.0,desktop,East,Regular
19.0,86643.52,7.0,mobile,East,Premium
35.0,85457.13,8.0,mobile,East,Premium
66.0,67163.57,12.0,tablet,West,Premium
61.0,95027.98,1.0,desktop,West,Regular
20.0,46537.45,3.0,desktop,West,Regular
55.0,65149.88,6.0,mobile,North,Regular
61.0,45311.07,6.0,tablet,South,Regular
20.0,81013.45,4.0,mobile,East,Regular
37.0,55366.59,5.0,tablet,South,Regular
38.0,74576.44,5.0,desktop,South,Premium
58.0,89788.76,7.0,mobile,South,Premium
57.0,12379.37,6.0,desktop,South,Budget
47.0,98932.76,7.0,mobile,East,Premium
45.0,61170.23,6.0,tablet,East,Regular
24.0,48162.91,1.0,desktop,East,Regular
52.0,15573.9,5.0,desktop,North,Budget
42.0,48508.39,4.0,mobile,West,Regular
69.0,12000.0,5.0,mobile,West,Budget
21.0,56498.66,7.0,mobile,East,Regular
53.0,51228.94,6.0,mobile,North,Regular
44.0,91955.9,3.0,desktop,East,Premium
46.0,48032.55,6.0,mobile,North,Regular
69.0,76632.55,8.0,desktop,East,Premium
61.0,78556.79,3.0,desktop,East,Regular
38.0,96908.08,6.0,mobile,North,Premium
40.0,49674.18,6.0,desktop,East,Regular
35.0,70304.33,1.0,mobile,West,Regular
18.0,23676.66,4.0,mobile,East,Budget
33.0,32074.81,5.0,desktop,East,Regular
32.0,49171.68,6.0,mobile,East,Regular
45.0,54292.53,4.0,mobile,North,Regular
48.0,29911.64,7.0,desktop,North,Regular
69.0,46341.2,5.0,desktop,South,Regular
67.0,69132.67,4.0,mobile,South,Regular
54.0,45449.6,6.0,desktop,North,Regular
49.0,51631.53,9.0,desktop,North,Regular
33.0,36578.21,6.0,mobile,East,Regular
32.0,83111.3,5.0,desktop,West,Premium
43.0,91264.78,2.0,mobile,South,Regular
69.0,59022.98,8.0,tablet,West,Regular
57.0,52484.85,2.0,mobile,West,Budget
38.0,88953.2,4.0,mobile,East,Budget
47.0,64650.93,10.0,mobile,West,Regular
29.0,41122.09,4.0,mobile,East,Regular
22.0,27208.83,2.0,desktop,West,Budget
46.0,42775.81,4.0,mobile,North,Budget
33.0,99851.54,10.0,mobile,West,Premium
35.0,42701.07,4.0,mobile,East,Regular
61.0,114102.42,6.0,mobile,South,Premium
23.0,54828.52,8.0,mobile,West,Regular
49.0,50442.78,8.0,mobile,South,Regular
55.0,82009.23,9.0,mobile,West,Premium
41.0,49853.1,5.0,mobile,West,Regular
53.0,62656.25,6.0,mobile,East,Regular
23.0,33564.52,6.0,mobile,South,Regular
68.0,29367.81,6.0,mobile,North,Budget
65.0,39762.35,4.0,desktop,West,Regular
25.0,59467.72,6.0,mobile,South,Regular
48.0,41271.92,0.0,mobile,East,Budget
65.0,14627.47,5.0,desktop,East,Budget
24.0,64678.06,3.0,desktop,South,Regular
59.0,51532.87,7.0,mobile,North,Regular
41.0,49181.1,8.0,desktop,South,Regular
31.0,42339.97,8.0,desktop,North,Regular
69.0,12000.0,3.0,tablet,North,Budget
42.0,87532.04,4.0,mobile,South,Regular
29.0,45072.16,7.0,tablet,South,Premium
50.0,65746.0,5.0,mobile,South,Regular
48.0,83511.33,2.0,mobile,North,Regular
34.0,78107.46,5.0,mobile,East,Regular
55.0,59093.6,5.0,desktop,South,Regular
23.0,55132.03,5.0,mobile,North,Regular
49.0,61231.97,8.0,mobile,East,Regular
61.0,73563.11,7.0,desktop,East,Premium
57.0,66834.71,6.0,mobile,West,Regular
26.0,45779.08,10.0,desktop,West,Premium
59.0,64192.54,6.0,mobile,East,Regular
43.0,62709.64,6.0,mobile,North,Regular
23.0,69219.06,5.0,desktop,North,Regular
40.0,59167.52,8.0,mobile,North,Regular
32.0,83080.31,6.0,mobile,South,Premium
64.0,59096.26,7.0,mobile,North,Regular
37.0,73203.08,5.0,desktop,East,Premium
