shape,texture,weight,size,label
-0.342,1.21,-1.461,0.103,Banana
1.209,-0.559,0.747,1.784,Watermelon
0.661,-0.853,-1.039,-0.11,Lemon
0.844,-1.261,-0.411,0.284,Orange
-0.837,0.689,-1.186,0.793,Banana
0.917,-0.404,-0.718,-2.0,Grape
1.443,-1.298,0.874,1.539,Watermelon
1.506,-0.828,1.255,1.342,Watermelon
-0.499,1.545,-0.962,0.042,Banana
0.911,-0.955,-0.319,-0.554,Orange
1.153,-1.549,-0.27,-0.148,Orange
-0.96,1.298,-0.748,1.078,Banana
0.819,-0.902,-0.225,-0.141,Orange
0.557,-1.414,-0.298,-0.752,Orange
0.883,0.773,-0.404,0.096,Apple
0.623,1.304,-0.5,-0.456,Apple
0.763,-1.096,-0.912,-0.63,Lemon
0.378,-0.467,-2.0,-0.689,Grape
-0.785,1.561,-0.236,0.628,Banana
0.38,-0.24,-1.018,-1.166,Lemon
1.648,1.211,-0.957,-0.774,Apple
-0.807,0.696,-1.254,0.988,Banana
1.752,-0.949,-0.353,0.116,Orange
0.803,-1.381,-1.967,-1.026,Grape
1.309,-0.594,-0.717,-0.682,Grape
1.485,-0.935,-0.203,-0.213,Orange
0.91,-1.55,1.41,0.866,Watermelon
-1.154,0.81,-1.469,0.27,Banana
1.181,-1.247,1.363,0.871,Watermelon
0.464,-0.119,-0.931,-0.698,Grape
1.31,0.669,-0.483,0.062,Apple
1.642,-0.978,-0.52,0.389,Orange
0.781,-0.485,-1.15,-0.906,Grape
0.669,-0.731,-1.22,-0.768,Grape
1.057,-0.292,-1.289,-1.073,Grape
1.219,-0.699,0.494,1.111,Watermelon
0.715,1.318,0.351,-1.214,Apple
0.37,-0.908,-0.601,-0.171,Lemon
1.028,-0.785,-1.357,-1.416,Grape
-1.26,0.802,-0.866,0.245,Banana
0.772,-1.353,-0.546,-0.397,Orange
0.338,-0.764,-0.121,-0.912,Lemon
1.392,-0.757,1.063,1.534,Watermelon
0.94,1.141,-0.257,-0.283,Apple
1.161,-0.984,1.163,0.766,Watermelon
0.376,-1.236,-0.728,-0.145,Lemon
0.838,-0.772,1.093,0.846,Watermelon
1.458,-0.742,1.001,0.972,Watermelon
-0.967,0.465,-1.289,0.462,Banana
-1.554,0.738,-1.137,1.316,Banana
1.236,-0.616,-0.582,-0.073,Orange
-1.616,0.884,-0.823,-0.196,Banana
1.138,-0.833,-0.511,-0.492,Orange
0.75,0.879,-0.411,-0.122,Apple
0.813,1.561,0.258,-0.217,Apple
0.479,-1.187,-0.489,-0.328,Lemon
0.93,-1.138,-0.177,-0.176,Orange
0.8,1.04,-0.512,-0.563,Apple
0.998,-0.801,-1.257,-0.634,Grape
-1.137,1.645,-0.781,0.013,Banana
1.406,-0.851,-0.309,-0.921,Grape
0.79,-0.989,-0.507,-0.58,Lemon
-1.324,1.119,-0.641,-0.117,Banana
-0.461,1.21,-1.153,0.141,Banana
1.652,-0.671,0.099,-0.288,Orange
-0.806,1.122,-1.061,0.338,Banana
1.389,1.56,-0.388,-0.76,Apple
1.175,-0.42,-0.46,0.127,Lemon
1.115,0.682,-0.759,-0.763,Apple
1.002,-1.163,0.797,0.963,Watermelon
-0.7,0.809,-1.25,0.132,Banana
1.322,-0.625,-0.902,-0.456,Grape
-0.005,1.224,-0.811,-0.115,Banana
1.129,1.022,0.012,-0.437,Apple
1.07,-0.388,-0.336,-0.453,Grape
-0.557,1.254,-1.151,0.554,Banana
0.73,0.928,0.322,-0.112,Apple
1.079,-0.876,-0.333,-0.955,Orange
0.557,-0.784,0.678,0.962,Watermelon
0.57,-1.252,-0.301,0.123,Orange
1.394,-1.257,-0.193,-0.699,Orange
1.02,-0.666,0.977,1.46,Watermelon
0.893,-0.916,-0.687,-0.687,Lemon
0.49,0.547,0.048,0.23,Apple
0.622,-0.976,0.449,0.658,Watermelon
0.691,-1.182,-1.271,0.102,Lemon
0.583,-1.387,-0.555,-0.528,Lemon
1.148,-1.119,1.11,1.33,Watermelon
0.539,-1.243,1.294,0.807,Watermelon
0.971,-1.165,-0.443,-0.373,Orange
0.559,1.161,0.072,-0.362,Apple
1.332,-0.772,-1.193,-0.856,Grape
1.15,-1.039,-0.063,-0.65,Orange
0.894,1.338,0.037,-0.007,Apple
1.357,-1.13,0.403,0.909,Watermelon
1.223,1.28,-0.484,-0.639,Apple
0.296,-1.19,-1.264,-0.685,Lemon
1.017,0.966,-0.416,-0.541,Apple
0.8,-1.194,-0.053,-0.2,Orange
0.108,0.884,-0.847,0.191,Banana
0.483,-0.453,-0.251,-1.114,Lemon
0.642,-1.048,0.819,0.472,Watermelon
-0.959,0.343,-0.956,0.555,Banana
1.305,-1.051,1.529,1.116,Watermelon
0.896,-1.258,-0.067,-0.501,Lemon
1.552,-0.525,-0.21,-0.058,Orange
0.537,-1.287,-0.392,-0.31,Lemon
0.433,0.971,0.004,0.213,Apple
1.254,0.469,-0.669,-0.421,Apple
1.49,0.788,0.071,-0.518,Apple
-0.814,0.671,-1.068,-0.096,Banana
1.505,0.757,-0.842,-0.869,Apple
0.97,-0.76,-0.773,-1.082,Grape
1.008,-1.135,-0.241,-0.833,Lemon
0.474,0.712,-0.695,-0.734,Apple
0.745,-1.093,-0.55,-0.315,Lemon
0.01,-0.801,-1.022,-0.702,Lemon
0.338,1.229,-0.891,-0.72,Apple
0.605,-1.045,-0.356,0.084,Orange
0.963,-0.662,1.133,0.669,Watermelon
-1.234,1.529,-0.57,0.588,Banana
0.934,-0.837,-0.483,-0.483,Lemon
1.595,-1.163,1.084,0.402,Watermelon
0.499,-0.365,-0.084,-0.274,Orange
1.027,-1.075,-1.15,-1.51,Grape
-1.103,1.238,-0.841,0.856,Banana
0.703,-1.867,0.083,-0.794,Lemon
1.057,1.036,-0.216,-0.283,Apple
1.023,-1.463,1.905,1.228,Watermelon
-0.982,1.645,-1.375,0.604,Banana
0.806,-0.459,-0.851,-1.818,Grape
0.099,-0.445,-0.688,0.201,Lemon
1.059,-1.077,-0.708,0.077,Lemon
1.336,-1.1,-0.062,-0.139,Lemon
1.421,-0.965,0.765,0.631,Watermelon
0.544,0.069,-0.996,-1.401,Grape
1.351,-1.168,0.772,1.724,Watermelon
0.534,-0.918,0.793,0.737,Watermelon
0.488,-0.579,-1.306,-0.793,Grape
0.984,-1.109,-0.604,0.301,Orange
1.257,0.762,-0.776,-0.961,Apple
0.998,-0.682,-0.234,-0.542,Lemon
1.282,-0.64,0.976,0.875,Watermelon
0.658,1.149,-0.104,-0.442,Apple
0.499,-1.076,-0.323,-0.981,Lemon
0.613,-1.38,-0.352,-0.09,Orange
0.626,1.318,0.212,-0.155,Apple
1.393,-1.32,-0.612,-0.02,Orange
0.587,-1.313,-0.101,-0.395,Lemon
1.246,-1.236,1.588,0.945,Watermelon
0.957,-1.204,-0.541,-0.305,Lemon
1.698,-0.754,-0.929,-0.793,Grape
0.505,-1.361,-1.349,-0.661,Grape
1.601,-1.323,-0.726,0.337,Orange
0.802,0.87,0.211,0.153,Apple
1.327,-1.599,-0.74,0.192,Orange
-0.889,0.728,-1.121,0.689,Banana
1.135,-1.002,-0.84,-0.596,Lemon
1.47,1.463,-0.232,-0.485,Apple
1.379,-0.032,-1.509,-1.081,Grape
1.405,-0.974,0.829,1.065,Watermelon
1.13,-0.994,-0.968,-0.871,Grape
0.828,0.727,-0.488,-0.64,Apple
0.898,-1.344,-0.534,-0.631,Lemon
0.753,-0.52,0.954,0.766,Watermelon
0.732,1.119,-0.011,0.145,Apple
0.941,0.92,-0.254,-0.242,Apple
0.73,1.512,-0.292,-0.113,Apple
1.149,-0.859,0.649,0.998,Watermelon
1.798,-0.444,-0.245,-0.328,Orange
-1.776,0.826,-1.027,0.189,Banana
0.913,1.218,-0.65,-0.205,Apple
-1.039,0.691,-0.414,0.562,Banana
0.725,-0.819,-0.786,-0.432,Orange
1.465,1.123,-0.205,0.045,Apple
1.214,-1.093,1.328,0.409,Watermelon
0.766,-0.634,-0.808,-1.114,Grape
0.376,-1.274,-1.024,-1.167,Grape
0.682,-1.377,1.047,1.456,Watermelon
1.047,-0.54,0.869,1.155,Watermelon
1.073,-1.055,-0.591,-0.631,Lemon
-0.793,1.316,-0.877,0.22,Banana
0.075,-1.017,-0.667,-0.417,Lemon
1.041,-0.45,-0.544,-0.751,Orange
0.6,-1.222,0.079,-0.654,Orange
-1.407,1.145,-0.703,-0.242,Banana
0.38,0.725,-0.07,-0.25,Apple
0.738,-0.741,1.044,0.962,Watermelon
0.435,-1.27,0.385,-0.318,Orange
0.665,-1.134,-0.258,0.109,Orange
1.217,-1.237,1.445,1.285,Watermelon
0.844,-1.045,-0.09,0.176,Orange
0.468,1.025,-0.311,-0.5,Apple
0.798,-0.231,-0.813,-0.263,Grape
0.801,-0.952,1.108,1.314,Watermelon
1.075,-0.967,-0.983,-0.749,Lemon
0.65,-0.607,-1.106,-0.91,Lemon
1.265,-1.053,-1.394,-0.602,Grape
0.523,-1.104,-0.121,-0.872,Lemon
0.558,-0.43,-0.218,0.038,Orange
0.891,-0.637,-1.246,-0.889,Grape
1.291,-0.531,-0.629,-0.768,Grape
0.633,0.949,-0.457,-0.036,Apple
-0.838,1.045,-0.645,-0.353,Banana
0.789,0.819,-0.212,-0.107,Apple
0.6,-1.46,-0.458,-0.455,Lemon
0.086,-1.103,-0.469,0.079,Lemon
0.619,-0.723,-0.677,-0.645,Orange
-1.424,1.212,-0.955,0.19,Banana
1.16,-0.586,-0.961,-1.106,Grape
0.64,-0.408,1.49,1.557,Watermelon
0.811,-1.239,0.855,1.376,Watermelon
1.0,0.81,-0.173,-0.558,Apple
0.126,-0.955,-0.781,-0.505,Lemon
-1.94,0.688,-1.016,-0.231,Banana
0.481,-0.986,-0.054,-0.512,Orange
-1.092,0.916,-1.547,0.714,Banana
0.936,-1.06,-0.169,-0.746,Orange
1.322,-0.632,1.049,1.162,Watermelon
0.886,1.302,-0.588,-0.311,Apple
1.01,0.986,0.074,0.466,Apple
-1.038,1.165,-1.281,0.661,Banana
-1.181,2.0,-1.585,1.052,Banana
1.347,-0.993,-0.188,-1.325,Grape
-1.11,0.546,-1.051,0.282,Banana
1.291,-0.147,0.82,0.037,Watermelon
1.227,-1.193,1.636,0.988,Watermelon
0.334,-1.355,-0.382,-0.596,Lemon
1.514,-1.074,0.195,-0.683,Orange
0.391,-0.71,0.837,0.908,Watermelon
0.246,-1.38,-0.378,-0.507,Lemon
0.629,-0.723,1.411,0.962,Watermelon
1.351,-1.351,-0.098,-0.143,Orange
0.723,-0.281,1.081,0.793,Watermelon
1.007,-0.904,-1.405,-1.157,Grape
0.866,-0.881,-0.562,-1.268,Grape
0.674,-1.015,-1.449,-0.64,Grape
-0.91,1.242,-0.644,0.183,Banana
-0.485,0.781,-1.384,0.431,Banana
0.651,-0.95,-0.245,-0.463,Lemon
1.11,-0.124,-0.907,-0.827,Grape
0.504,0.302,0.443,0.811,Watermelon
0.801,0.138,-1.21,-0.845,Grape
0.803,-0.964,-0.8,-1.252,Grape
1.073,1.219,0.367,-0.742,Apple
0.947,0.961,-0.3,0.599,Apple
0.939,-1.882,0.931,0.959,Watermelon
0.916,-1.252,0.538,1.756,Watermelon
1.111,-1.067,1.745,0.696,Watermelon
1.211,-1.437,1.263,0.603,Watermelon
0.765,-0.316,-0.567,-1.267,Lemon
1.013,1.168,0.015,0.216,Apple
1.534,-0.646,-1.231,-1.391,Grape
-1.189,1.167,-1.472,-0.024,Banana
0.797,-1.226,-0.471,-0.785,Lemon
-0.899,0.73,-1.666,0.635,Banana
0.356,-1.087,-0.842,-0.309,Lemon
1.117,-0.81,0.808,0.983,Watermelon
1.146,-0.459,1.107,0.649,Watermelon
1.094,-1.058,0.3,0.354,Watermelon
0.977,-0.594,-1.103,-0.691,Grape
-1.327,0.515,-1.289,0.087,Banana
0.98,-1.279,-1.05,-1.099,Orange
1.043,-1.395,-1.002,0.019,Orange
1.541,-0.633,-0.906,-0.903,Grape
0.19,-0.689,0.134,0.443,Orange
0.847,-1.397,1.475,1.175,Watermelon
1.306,-1.226,-0.205,-0.569,Orange
-1.002,0.878,-0.18,0.492,Banana
0.247,-0.601,-0.871,-1.166,Grape
0.614,-0.369,-1.336,-0.799,Grape
0.634,-1.187,1.335,1.171,Watermelon
1.011,-0.61,-0.968,-1.277,Grape
0.469,-0.801,1.536,1.211,Watermelon
1.089,0.577,0.007,-0.132,Apple
1.266,-0.638,0.255,-0.59,Orange
-1.451,1.052,-1.323,-0.083,Banana
1.427,-1.353,-0.304,-0.771,Orange
-0.978,1.414,-0.575,0.666,Banana
0.973,-0.211,-0.849,-1.154,Grape
0.734,-0.69,-1.065,-0.871,Lemon
0.95,-1.028,-1.433,-1.147,Grape
1.347,-0.659,-0.188,-0.137,Orange
1.731,0.811,-0.216,-0.506,Apple
0.549,-0.585,-0.407,0.043,Orange
0.914,-0.164,-1.349,-0.593,Grape
1.313,0.372,-0.481,0.057,Apple
1.573,-0.75,-0.439,-0.539,Orange
1.198,-1.149,-0.434,-0.278,Orange
1.309,-0.368,0.059,-0.197,Orange
0.685,1.234,0.283,0.051,Apple
1.073,-0.771,-0.879,-0.596,Grape
1.081,-1.036,-0.541,0.706,Orange
0.688,-0.944,-0.943,-1.071,Grape
1.358,-0.23,-1.425,-1.264,Grape
0.694,-0.725,-0.15,-0.33,Orange
0.676,-1.394,-0.86,-0.955,Lemon
-0.949,1.05,-1.345,0.447,Banana
0.97,-1.361,-0.714,-0.32,Lemon
-1.002,0.52,-1.154,0.134,Banana
0.94,0.955,0.248,-0.373,Apple
-1.601,1.032,-0.388,0.242,Banana
0.847,-1.107,-0.096,-0.308,Orange
0.47,-1.235,-0.323,-0.013,Orange
0.796,-0.704,-0.984,-1.272,Grape
0.968,-0.836,0.585,1.107,Watermelon
0.218,-1.375,-0.832,-0.022,Lemon
-0.0,-1.162,-0.609,-0.091,Lemon
1.682,0.852,-0.111,-0.333,Apple
0.965,1.096,-0.855,-0.317,Apple
1.158,-0.901,-0.84,-1.605,Grape
-0.967,1.47,-1.077,-0.042,Banana
0.501,-0.463,-0.675,-1.02,Grape
-1.162,0.324,-0.957,0.059,Banana
0.779,-0.034,-1.631,-1.584,Grape
-0.919,0.865,-1.182,0.395,Banana
1.09,-0.941,-1.207,-0.983,Grape
1.058,-0.431,-1.204,-0.879,Grape
-0.667,1.016,-1.036,0.218,Banana
0.784,0.672,-0.404,-0.142,Apple
0.689,-1.026,-0.367,0.422,Orange
-0.747,1.247,-0.678,0.109,Banana
1.482,1.056,-0.316,-0.725,Apple
0.459,-1.618,-0.687,-0.702,Lemon
0.861,-1.485,1.246,1.207,Watermelon
1.191,-0.418,-0.545,-0.142,Lemon
0.691,-1.15,-0.697,-0.276,Lemon
2.0,1.408,-0.214,-0.131,Apple
1.166,0.968,-0.035,-0.354,Apple
0.646,-0.831,-0.085,-0.251,Orange
1.108,-0.664,0.982,0.844,Watermelon
0.752,0.911,0.237,-0.369,Apple
1.126,-0.714,-1.144,-1.308,Grape
-0.965,0.819,-0.554,0.262,Banana
0.984,-0.663,-0.87,-0.478,Grape
0.636,-0.503,-1.549,-0.572,Grape
0.962,-1.123,-1.447,-0.715,Grape
0.417,-0.903,-0.45,-0.268,Orange
0.764,-1.333,-0.471,0.0,Orange
0.898,-0.853,-0.385,0.014,Orange
0.745,-1.189,-0.934,-0.166,Lemon
0.315,-0.825,-0.589,-0.662,Lemon
1.15,-0.521,-0.081,-0.155,Orange
1.168,-1.586,-0.989,-0.663,Lemon
1.497,1.33,-0.901,-0.453,Apple
0.537,-1.014,0.016,0.141,Orange
1.094,-1.149,0.967,1.239,Watermelon
1.822,0.585,0.256,-0.215,Apple
1.287,1.065,0.191,-0.185,Apple
0.373,-0.842,-0.206,-0.5,Lemon
0.274,-0.64,-0.966,-1.016,Grape
0.827,-0.537,0.169,1.033,Watermelon
1.038,1.733,-0.305,-0.144,Apple
1.044,-0.567,-0.383,-1.389,Grape
0.766,-0.736,-0.21,-0.299,Orange
0.975,-0.68,-0.13,-0.45,Orange
1.083,-0.617,-0.835,-1.112,Grape
0.577,1.235,-0.108,0.195,Apple
0.539,-0.625,-1.081,-1.139,Grape
0.461,-1.373,-0.205,-0.375,Orange
-1.289,1.501,-0.169,0.28,Banana
0.474,1.139,-1.03,-0.773,Apple
0.745,-1.484,-0.704,-1.019,Lemon
1.02,1.393,-0.514,-0.307,Apple
0.714,-0.861,-1.291,-0.725,Grape
0.505,-1.116,1.143,1.318,Watermelon
0.754,-1.025,-0.799,-0.176,Lemon
-1.304,0.702,-0.527,0.426,Banana
0.738,-0.791,-0.633,-1.003,Lemon
1.088,-1.006,-0.601,-0.581,Orange
0.584,-1.475,-0.65,-0.592,Lemon
0.558,-0.859,-0.382,-0.749,Lemon
1.304,-0.677,-0.386,-1.205,Grape
0.036,-0.708,-0.451,-0.079,Lemon
1.108,1.819,-0.366,0.066,Apple
0.416,-0.828,-0.363,-0.209,Lemon
-0.728,-0.133,-1.024,0.099,Banana
0.868,-1.099,1.342,1.071,Watermelon
0.822,0.486,0.237,-0.527,Apple
0.954,0.149,-1.217,-1.096,Grape
1.081,-1.162,-1.603,-1.169,Grape
0.844,1.047,-0.642,-0.148,Apple
0.245,0.975,-0.174,-0.185,Apple
0.943,0.769,-0.367,0.132,Apple
0.39,-0.658,-0.202,-1.108,Lemon
0.555,-1.342,-1.126,-0.223,Lemon
1.166,-0.908,0.62,1.074,Watermelon
0.541,1.027,-0.532,0.068,Apple
0.873,-0.919,-0.218,-0.227,Orange
1.037,-0.494,-1.314,-0.859,Grape
1.302,1.139,-0.424,-0.239,Apple
0.473,-1.042,-1.016,-0.017,Lemon
1.677,-1.246,-0.025,0.31,Orange
0.665,-1.355,-0.469,-1.004,Grape
0.818,-0.983,0.871,2.0,Watermelon
0.414,-0.885,-0.148,-0.049,Lemon
1.384,-1.149,0.947,0.239,Watermelon
0.974,-0.989,-0.04,0.428,Orange
0.849,-0.625,-0.606,-0.05,Lemon
0.604,-0.601,-0.318,-0.363,Lemon
0.461,-0.617,-0.168,0.046,Orange
1.11,-0.83,0.155,-0.366,Orange
1.164,-1.272,1.202,1.088,Watermelon
0.379,-0.967,-0.799,-0.632,Lemon
1.124,-0.906,0.328,1.13,Watermelon
0.894,-1.145,0.605,0.984,Watermelon
0.817,-0.554,-0.912,-0.537,Orange
0.639,-0.909,1.411,1.176,Watermelon
0.617,-1.15,0.717,1.178,Watermelon
0.843,0.506,-0.095,0.142,Apple
0.937,-0.558,-1.527,-1.721,Grape
-1.647,0.984,-1.108,0.491,Banana
0.931,-0.254,-0.695,-1.113,Grape
0.649,0.329,0.202,-0.63,Apple
-1.524,1.045,-1.521,0.345,Banana
0.882,-0.277,-0.707,-0.614,Grape
1.072,0.7,-0.663,-0.486,Apple
1.698,-0.687,-0.944,-0.468,Grape
1.089,-1.262,1.256,0.85,Watermelon
-0.899,1.179,-1.173,0.365,Banana
-0.44,0.781,-0.539,0.093,Banana
1.631,-1.299,-0.438,0.328,Orange
1.143,-0.714,-0.979,-0.471,Lemon
1.0,-0.9,-0.756,-1.272,Grape
0.548,0.433,0.299,-0.479,Apple
0.829,0.639,0.179,-0.783,Apple
0.179,-1.113,-0.608,-0.269,Lemon
0.764,-0.459,-0.534,-0.553,Orange
-1.386,0.729,-1.409,0.563,Banana
0.65,-1.046,0.64,0.589,Watermelon
-0.613,1.561,-0.556,-0.215,Banana
0.534,1.692,-0.389,-0.781,Apple
1.379,-0.976,-0.101,-0.983,Orange
0.886,-0.668,-0.524,0.232,Orange
0.539,-1.039,0.276,-0.603,Orange
0.695,-0.795,-0.568,-0.588,Lemon
0.293,-0.931,-0.636,-1.003,Lemon
1.385,-1.319,0.506,0.792,Watermelon
0.688,-1.09,0.565,1.157,Watermelon
-0.517,1.037,-1.505,-0.02,Banana
0.677,-1.688,-1.031,-1.077,Lemon
1.04,-0.243,-0.741,0.086,Orange
0.403,-1.462,-0.053,0.256,Lemon
1.144,1.127,-0.278,-0.352,Apple
1.119,1.237,0.282,-0.483,Apple
-0.955,0.969,-0.642,1.14,Banana
1.37,-0.721,0.018,0.244,Orange
1.845,-1.59,1.21,0.097,Watermelon
1.333,1.193,-0.491,-1.235,Apple
-1.005,1.078,-1.022,0.083,Banana
-1.314,0.982,-1.281,0.583,Banana
0.972,-1.604,1.062,1.145,Watermelon
1.566,-0.275,-1.315,-0.501,Grape
0.115,-0.99,-0.336,0.011,Lemon
1.661,-0.554,-0.348,0.003,Orange
1.079,0.752,-0.34,0.329,Apple
0.826,-0.279,-0.979,-0.634,Lemon
1.145,1.26,-0.341,-0.02,Apple
1.278,0.514,-0.036,0.076,Apple
1.104,-1.644,-0.397,-0.047,Orange
0.697,1.321,-0.045,-0.253,Apple
1.006,1.068,-0.301,-0.75,Apple
0.849,-0.575,-0.503,-0.758,Grape
1.515,0.508,-0.425,0.426,Apple
0.74,0.733,-0.395,0.406,Apple
0.765,-0.805,1.137,0.325,Watermelon
0.595,-1.194,-0.363,0.109,Lemon
0.479,-1.121,0.281,-0.749,Lemon
-1.47,1.482,-1.018,0.399,Banana
-0.219,0.509,-1.068,-0.133,Banana
0.717,-1.194,-1.011,-0.244,Lemon
-0.996,0.562,-1.417,0.373,Banana
0.415,-0.52,-0.531,-0.767,Grape
0.782,-0.504,-1.438,-0.952,Grape
0.486,-1.364,-0.382,-1.192,Lemon
0.585,-1.373,0.823,1.455,Watermelon
1.264,-0.963,-0.28,-0.204,Orange
1.48,0.365,-0.03,-0.478,Apple
0.776,-0.822,-0.343,0.054,Lemon
-1.48,1.352,-1.022,0.139,Banana
-0.288,1.246,-1.146,0.635,Banana
-1.016,0.848,-1.212,0.407,Banana
0.785,-0.546,-0.69,-0.961,Grape
1.292,-0.995,-0.128,-0.158,Lemon
1.534,-0.31,0.384,1.093,Watermelon
-1.039,1.039,-1.139,0.11,Banana
-1.385,1.034,-0.673,0.127,Banana
0.485,-1.244,-0.948,-0.583,Lemon
1.12,-0.56,-0.717,-0.211,Orange
-0.588,0.587,-0.557,0.146,Banana
-0.751,0.924,-0.839,0.863,Banana
0.958,1.349,-0.204,-0.575,Apple
0.949,-1.073,-0.794,-0.039,Orange
1.23,-0.716,1.5,1.334,Watermelon
0.789,-0.737,-0.706,-0.864,Grape
0.994,-1.306,-0.486,0.004,Orange
-1.683,0.181,-0.757,0.113,Banana
1.164,-0.048,-1.355,-1.584,Grape
0.903,-0.84,-1.009,-0.812,Grape
1.114,-0.984,1.37,1.235,Watermelon
0.937,-0.778,0.459,1.372,Watermelon
1.008,-1.42,0.854,1.363,Watermelon
0.731,-0.456,-0.692,-0.991,Grape
0.697,0.978,-0.793,-0.471,Apple
0.612,-0.616,-1.444,-0.971,Grape
1.397,1.418,-0.736,-0.533,Apple
1.298,-0.754,-0.515,-0.37,Orange
1.029,0.358,-0.116,0.079,Apple
0.864,-1.097,-0.506,-0.923,Grape
1.248,-1.462,-0.761,-0.055,Orange
0.96,-1.395,-0.636,-1.056,Lemon
0.354,-1.09,-0.429,-1.237,Lemon
1.462,-0.66,-0.547,-0.755,Grape
0.898,-0.293,-0.874,-0.453,Lemon
0.653,-1.036,-0.048,0.195,Orange
0.866,-1.422,1.026,0.702,Watermelon
0.798,-0.765,-0.13,0.092,Orange
0.882,-0.247,-0.995,-1.099,Grape
0.615,-1.331,-1.547,-0.925,Grape
0.682,-1.576,-0.447,-0.102,Orange
-0.855,0.99,-1.021,0.112,Banana
1.222,-1.062,-0.327,0.163,Orange
1.277,-0.665,-1.114,-1.117,Grape
0.293,-0.616,0.76,1.299,Watermelon
-0.985,1.487,-0.815,0.619,Banana
-1.207,0.55,-0.948,-0.371,Banana
0.836,-1.016,-1.294,-0.792,Grape
1.185,-1.057,-0.188,-0.389,Orange
1.849,-0.895,0.793,1.306,Watermelon
-0.566,0.729,-1.496,-0.127,Banana
0.766,-1.019,0.43,0.854,Watermelon
0.927,-0.886,-0.086,-0.059,Orange
1.227,-0.617,-0.522,-0.84,Lemon
0.764,0.5,-0.246,-0.184,Apple
0.913,-0.906,-0.231,-0.124,Lemon
0.64,-0.781,-1.004,-1.247,Grape
0.515,-0.895,-0.643,-0.5,Lemon
-1.33,1.177,-0.848,0.033,Banana
0.147,-0.569,0.012,-0.418,Lemon
-1.127,1.366,-0.835,0.226,Banana
1.339,-1.283,-0.542,-0.073,Orange
1.04,-0.377,-0.582,-1.543,Grape
-0.986,1.665,-1.209,0.05,Banana
-1.784,1.036,-0.797,0.502,Banana
0.637,-1.003,1.078,1.018,Watermelon
0.617,-0.973,0.715,0.345,Watermelon
1.238,1.049,-0.093,-0.487,Apple
0.819,-0.642,0.014,-0.215,Lemon
-0.865,0.517,-1.037,-0.198,Banana
0.713,-0.316,-0.658,-1.02,Orange
0.885,-1.236,-0.331,-0.91,Lemon
0.851,-0.181,-1.463,-1.059,Grape
1.102,-1.252,1.085,1.005,Watermelon
1.187,1.645,0.636,-0.138,Apple
0.961,-0.846,0.919,0.444,Watermelon
-1.016,1.379,-1.513,-0.045,Banana
-1.204,1.13,-0.168,0.017,Banana
1.032,1.002,-0.405,-0.317,Apple
-1.163,1.96,-0.738,0.14,Banana
-0.586,1.09,-0.98,0.236,Banana
-1.088,0.573,-1.586,0.43,Banana
0.933,-0.693,-0.611,-0.584,Orange
1.272,0.897,-0.0,-0.288,Apple
1.657,-0.735,-0.157,0.08,Orange
-1.096,0.425,-0.874,0.98,Banana
0.198,1.164,-0.837,-0.308,Apple
1.028,1.261,-0.226,0.181,Apple
1.408,-1.069,1.383,0.891,Watermelon
0.43,-1.422,-0.141,-0.605,Lemon
-0.248,-0.81,-0.752,-0.605,Lemon
0.918,0.882,0.655,0.282,Apple
1.245,1.084,0.095,-0.215,Apple
1.286,-0.405,-0.955,-0.671,Grape
0.853,-0.98,-0.643,-0.502,Orange
0.115,-0.84,-0.044,0.18,Orange
0.614,-0.846,-0.3,0.058,Orange
0.772,-1.118,0.456,0.749,Watermelon
0.601,-0.939,-1.19,-0.679,Lemon
-0.944,1.493,-1.296,0.472,Banana
-1.197,0.844,-1.307,-0.066,Banana
0.434,-0.633,-0.864,-0.819,Lemon
1.073,1.002,-0.324,-0.211,Apple
0.647,0.685,0.045,-0.351,Apple
-0.791,1.428,-0.704,-0.179,Banana
-1.041,1.364,-0.817,0.364,Banana
0.426,-0.816,-0.976,-1.499,Grape
1.278,-1.041,-0.993,-0.398,Orange
0.9,-1.045,1.497,1.202,Watermelon
0.122,-1.521,-0.693,-0.456,Lemon
1.347,-0.395,0.324,-0.355,Orange
1.327,-0.451,-1.382,-1.661,Grape
1.05,-1.523,-0.598,-0.44,Orange
1.077,1.448,-0.296,-0.489,Apple
0.276,-0.44,-0.99,-1.192,Grape
1.008,-1.417,-0.84,-0.586,Lemon
-1.197,1.193,-0.838,0.668,Banana
1.176,-0.64,-1.119,-0.841,Grape
0.533,-0.983,-0.422,-0.452,Lemon
1.108,0.723,0.172,-0.687,Apple
1.154,-1.17,1.379,1.309,Watermelon
-1.001,1.544,-1.066,0.609,Banana
-1.254,1.142,-1.326,0.307,Banana
0.982,-0.693,0.765,2.0,Watermelon
0.516,-0.518,-0.899,-0.812,Grape
0.42,-0.915,-0.798,0.156,Lemon
0.778,0.948,-0.532,-0.58,Apple
0.51,1.235,-0.535,-0.579,Apple
0.663,-0.493,-0.992,-0.991,Grape
0.734,-0.848,-0.532,-0.175,Orange
0.951,-1.591,0.41,0.001,Orange
1.063,1.118,0.418,0.098,Apple
-0.878,0.752,-1.193,-0.331,Banana
0.871,-0.768,1.222,1.216,Watermelon
0.82,1.193,-0.012,-1.079,Apple
1.107,0.128,-1.102,-1.883,Grape
0.716,-1.635,0.778,0.572,Watermelon
-0.674,1.272,-0.88,0.729,Banana
